target_draw_date,model_name,model_version,actual,bonus,final_6_hits,top_6_hits,top_12_hits,top_18_hits,matched_final,brier_score,log_loss,mean_actual_rank
2020-05-20,ema_gap,research-v2,"[8, 23, 25, 34, 37, 47]",4,0,0,1,3,[],0.11009867974850346,0.38296438531915217,26.0
2020-05-20,v2_statistical,research-v2,"[8, 23, 25, 34, 37, 47]",4,1,1,2,3,[34],0.10985559761064993,0.3832498748591405,24.0
2020-05-23,random,research-v2,"[4, 25, 27, 28, 35, 44]",9,0,0,0,1,[],0.10745522705427868,0.37177618024834247,30.833333333333332
2020-05-23,ema_gap,research-v2,"[4, 25, 27, 28, 35, 44]",9,0,0,0,1,[],0.11218429035388533,0.3919639822573453,30.833333333333332
2020-05-23,v2_statistical,research-v2,"[4, 25, 27, 28, 35, 44]",9,0,0,0,0,[],0.11534868435999145,0.402203786502532,29.5
2020-05-27,random,research-v2,"[7, 17, 18, 22, 28, 34]",1,0,0,1,1,[],0.1074552269939571,0.3717761799676601,25.333333333333332
2020-05-27,ema_gap,research-v2,"[7, 17, 18, 22, 28, 34]",1,0,0,1,1,[],0.10982819853992248,0.3800495973052087,26.166666666666668
2020-05-27,v2_statistical,research-v2,"[7, 17, 18, 22, 28, 34]",1,1,1,1,1,[34],0.11238883619400829,0.39497836508798,28.666666666666668
2020-05-30,random,research-v2,"[11, 17, 27, 28, 30, 43]",35,2,2,2,2,"[17, 30]",0.10745522695080612,0.3717761797668743,21.666666666666668
2020-05-30,ema_gap,research-v2,"[11, 17, 27, 28, 30, 43]",35,0,0,1,2,[],0.10879189681632795,0.37479820952513704,24.833333333333332
2020-05-30,v2_statistical,research-v2,"[11, 17, 27, 28, 30, 43]",35,1,1,2,2,[43],0.11021236599963581,0.3806636359029533,23.833333333333332
2020-06-03,random,research-v2,"[2, 15, 20, 22, 29, 39]",13,1,1,2,3,[20],0.10745522695766903,0.37177617979880817,21.666666666666668
2020-06-03,ema_gap,research-v2,"[2, 15, 20, 22, 29, 39]",13,0,0,0,1,[],0.11423253946571066,0.40526557794215856,35.0
2020-06-03,v2_statistical,research-v2,"[2, 15, 20, 22, 29, 39]",13,0,0,1,1,[],0.11564703738408755,0.40659119504488317,32.666666666666664
2020-06-06,random,research-v2,"[6, 22, 38, 45, 48, 49]",2,0,0,1,2,[],0.10745522699628392,0.3717761799784871,25.833333333333332
2020-06-06,ema_gap,research-v2,"[6, 22, 38, 45, 48, 49]",2,2,2,3,3,"[45, 48]",0.10221566225756902,0.3485178595240271,15.5
2020-06-06,v2_statistical,research-v2,"[6, 22, 38, 45, 48, 49]",2,2,2,2,3,"[45, 48]",0.09874948642204313,0.3413323751584092,18.166666666666668
2020-06-10,random,research-v2,"[3, 13, 25, 33, 34, 45]",14,2,2,3,6,"[13, 33]",0.10745522684722111,0.3717761792848828,10.833333333333334
2020-06-10,ema_gap,research-v2,"[3, 13, 25, 33, 34, 45]",14,2,2,3,3,"[34, 45]",0.10466043840799931,0.3618150248290523,20.166666666666668
2020-06-10,v2_statistical,research-v2,"[3, 13, 25, 33, 34, 45]",14,2,2,2,2,"[34, 45]",0.10209288191884057,0.35891210070440904,22.0
2020-06-13,random,research-v2,"[3, 31, 34, 38, 45, 48]",12,1,1,2,2,[45],0.1074552269849727,0.3717761799258549,24.333333333333332
2020-06-13,ema_gap,research-v2,"[3, 31, 34, 38, 45, 48]",12,3,3,3,4,"[34, 45, 48]",0.0990136602874235,0.33996556849590653,14.0
2020-06-13,v2_statistical,research-v2,"[3, 31, 34, 38, 45, 48]",12,3,3,4,4,"[34, 45, 48]",0.09098402535740845,0.31136373210637913,11.166666666666666
2020-06-17,random,research-v2,"[5, 10, 18, 29, 32, 48]",6,0,0,1,1,[],0.10745522702319739,0.37177618010371793,29.0
2020-06-17,ema_gap,research-v2,"[5, 10, 18, 29, 32, 48]",6,1,1,2,2,[48],0.10673201192743709,0.3691302271494541,23.166666666666668
2020-06-17,v2_statistical,research-v2,"[5, 10, 18, 29, 32, 48]",6,2,2,2,2,"[10, 48]",0.1116265928860718,0.3882655844264321,26.166666666666668
