target_draw_date,model_name,model_version,actual,bonus,final_6_hits,top_6_hits,top_12_hits,top_18_hits,matched_final,brier_score,log_loss,mean_actual_rank
2020-04-01,ensemble,v1.0.0,"[4, 6, 10, 13, 25, 49]",41,0,0,0,0,[],0.10926001536497816,0.37993508774126455,32.833333333333336
2020-04-04,random,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,0,0,0,0,[],0.10745522698875466,0.37177617994345313,34.333333333333336
2020-04-04,long_frequency,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,2,2,2,2,"[34, 45]",0.10685722789952888,0.3690362360899628,20.5
2020-04-04,recent_frequency,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,0,0,1,2,[],0.10719332611411912,0.3701426689065822,23.5
2020-04-04,ema_gap,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,1,1,1,2,[45],0.10968129533356762,0.382372459641801,26.0
2020-04-04,logistic,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,1,1,3,4,[45],0.10466194528493028,0.3594672238097902,15.666666666666666
2020-04-04,ensemble,v1.0.0,"[19, 29, 34, 35, 44, 45]",10,1,1,1,3,[45],0.10630826158627502,0.36684965078713866,21.166666666666668
2020-04-08,random,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,0,0,1,2,[],0.10745522698875465,0.37177617994345324,21.333333333333332
2020-04-08,long_frequency,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,0,0,0,3,[],0.10760562509110166,0.3724030406130697,24.166666666666668
2020-04-08,recent_frequency,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,0,0,0,2,[],0.10913634652228238,0.37969686873500785,27.833333333333332
2020-04-08,ema_gap,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,0,0,2,3,[],0.10779517343164204,0.37255172887952626,22.0
2020-04-08,logistic,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,2,2,3,3,"[23, 30]",0.10614725487813087,0.36549197390128146,19.5
2020-04-08,ensemble,v1.0.0,"[9, 13, 21, 23, 30, 32]",15,2,2,3,3,"[23, 30]",0.10703604576727878,0.36989170941260413,22.5
2020-04-11,random,v1.0.0,"[10, 13, 17, 32, 35, 42]",26,0,0,1,3,[],0.10745522698875466,0.37177617994345336,24.833333333333332
2020-04-11,long_frequency,v1.0.0,"[10, 13, 17, 32, 35, 42]",26,0,0,0,0,[],0.10820131604257717,0.37518666572839315,34.333333333333336
2020-04-11,recent_frequency,v1.0.0,"[10, 13, 17, 32, 35, 42]",26,0,0,0,0,[],0.11011153019575176,0.38397971826812377,32.333333333333336
